id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image
2384,largest-palindromic-number,https://leetcode.com/problems/largest-palindromic-number/,Largest Palindromic Number,"You are given a string  num  consisting of digits only. Return  the  largest palindromic  integer (in the form of a string) that can be formed using digits taken from  num . It should not contain  leading zeroes . Notes: You do  not  need to use all the digits of  num , but you must use  at least  one digit. The digits can be reordered.   Example 1: Input:  num = ""444947137"" Output:  ""7449447"" Explanation:   Use the digits ""4449477"" from "" 44494 7 13 7 "" to form the palindromic integer ""7449447"". It can be shown that ""7449447"" is the largest palindromic integer that can be formed. Example 2: Input:  num = ""00009"" Output:  ""9"" Explanation:   It can be shown that ""9"" is the largest palindromic integer that can be formed. Note that the integer returned should not contain leading zeroes.   Constraints: 1 <= num.length <= 10 5 num  consists of digits.","['Hash Table', 'String', 'Greedy', 'Counting']",Média,Hash Table,False
2405,optimal-partition-of-string,https://leetcode.com/problems/optimal-partition-of-string/,Optimal Partition of String,"Given a string  s , partition the string into one or more  substrings  such that the characters in each substring are  unique . That is, no letter appears in a single substring more than  once . Return  the  minimum  number of substrings in such a partition. Note that each character should belong to exactly one substring in a partition.   Example 1: Input:  s = ""abacaba"" Output:  4 Explanation: Two possible partitions are (""a"",""ba"",""cab"",""a"") and (""ab"",""a"",""ca"",""ba""). It can be shown that 4 is the minimum number of substrings needed. Example 2: Input:  s = ""ssssss"" Output:  6 Explanation: The only valid partition is (""s"",""s"",""s"",""s"",""s"",""s"").   Constraints: 1 <= s.length <= 10 5 s  consists of only English lowercase letters.","['Hash Table', 'String', 'Greedy']",Média,Hash Table,False
2981,find-longest-special-substring-that-occurs-thrice-i,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/,Find Longest Special Substring That Occurs Thrice I,"You are given a string  s  that consists of lowercase English letters. A string is called  special  if it is made up of only a single character. For example, the string  ""abc""  is not special, whereas the strings  ""ddd"" ,  ""zz"" , and  ""f""  are special. Return  the length of the  longest special substring  of  s   which occurs  at least thrice ,  or  -1  if no special substring occurs at least thrice . A  substring  is a contiguous  non-empty  sequence of characters within a string.   Example 1: Input:  s = ""aaaa"" Output:  2 Explanation:  The longest special substring which occurs thrice is ""aa"": substrings "" aa aa"", ""a aa a"", and ""aa aa "". It can be shown that the maximum length achievable is 2. Example 2: Input:  s = ""abcdef"" Output:  -1 Explanation:  There exists no special substring which occurs at least thrice. Hence return -1. Example 3: Input:  s = ""abcaba"" Output:  1 Explanation:  The longest special substring which occurs thrice is ""a"": substrings "" a bcaba"", ""abc a ba"", and ""abcab a "". It can be shown that the maximum length achievable is 1.   Constraints: 3 <= s.length <= 50 s  consists of only lowercase English letters.","['Hash Table', 'String', 'Binary Search', 'Sliding Window', 'Counting']",Média,Hash Table,False
2982,find-longest-special-substring-that-occurs-thrice-ii,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/,Find Longest Special Substring That Occurs Thrice II,"You are given a string  s  that consists of lowercase English letters. A string is called  special  if it is made up of only a single character. For example, the string  ""abc""  is not special, whereas the strings  ""ddd"" ,  ""zz"" , and  ""f""  are special. Return  the length of the  longest special substring  of  s   which occurs  at least thrice ,  or  -1  if no special substring occurs at least thrice . A  substring  is a contiguous  non-empty  sequence of characters within a string.   Example 1: Input:  s = ""aaaa"" Output:  2 Explanation:  The longest special substring which occurs thrice is ""aa"": substrings "" aa aa"", ""a aa a"", and ""aa aa "". It can be shown that the maximum length achievable is 2. Example 2: Input:  s = ""abcdef"" Output:  -1 Explanation:  There exists no special substring which occurs at least thrice. Hence return -1. Example 3: Input:  s = ""abcaba"" Output:  1 Explanation:  The longest special substring which occurs thrice is ""a"": substrings "" a bcaba"", ""abc a ba"", and ""abcab a "". It can be shown that the maximum length achievable is 1.   Constraints: 3 <= s.length <= 5 * 10 5 s  consists of only lowercase English letters.","['Hash Table', 'String', 'Binary Search', 'Sliding Window', 'Counting']",Média,Hash Table,False
3144,minimum-substring-partition-of-equal-character-frequency,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/,Minimum Substring Partition of Equal Character Frequency,"Given a string  s , you need to partition it into one or more  balanced   substrings . For example, if  s == ""ababcc""  then  (""abab"", ""c"", ""c"") ,  (""ab"", ""abc"", ""c"") , and  (""ababcc"")  are all valid partitions, but  (""a"",  ""bab"" , ""cc"") ,  ( ""aba"" , ""bc"", ""c"") , and  (""ab"",  ""abcc"" )  are not. The unbalanced substrings are bolded. Return the  minimum  number of substrings that you can partition  s  into. Note:  A  balanced  string is a string where each character in the string occurs the same number of times.   Example 1: Input:   s = ""fabccddg"" Output:   3 Explanation: We can partition the string  s  into 3 substrings in one of the following ways:  (""fab, ""ccdd"", ""g"") , or  (""fabc"", ""cd"", ""dg"") . Example 2: Input:   s = ""abababaccddb"" Output:   2 Explanation: We can partition the string  s  into 2 substrings like so:  (""abab"", ""abaccddb"") .   Constraints: 1 <= s.length <= 1000 s  consists only of English lowercase letters.","['Hash Table', 'String', 'Dynamic Programming', 'Counting']",Média,Hash Table,False
3556,sum-of-largest-prime-substrings,https://leetcode.com/problems/sum-of-largest-prime-substrings/,Sum of Largest Prime Substrings,"Given a string  s , find the sum of the  3 largest unique  prime numbers  that can be formed using any of its   substrings . Return the  sum  of the three largest unique prime numbers that can be formed. If fewer than three exist, return the sum of  all  available primes. If no prime numbers can be formed, return 0. Note:  Each prime number should be counted only  once , even if it appears in  multiple  substrings. Additionally, when converting a substring to an integer, any leading zeros are ignored.   Example 1: Input:   s = ""12234"" Output:   1469 Explanation: The unique prime numbers formed from the substrings of  ""12234""  are 2, 3, 23, 223, and 1223. The 3 largest primes are 1223, 223, and 23. Their sum is 1469. Example 2: Input:   s = ""111"" Output:   11 Explanation: The unique prime number formed from the substrings of  ""111""  is 11. Since there is only one prime number, the sum is 11.   Constraints: 1 <= s.length <= 10 s  consists of only digits.","['Hash Table', 'Math', 'String', 'Sorting', 'Number Theory']",Média,Hash Table,False
23,merge-k-sorted-lists,https://leetcode.com/problems/merge-k-sorted-lists/,Merge k Sorted Lists,"You are given an array of  k  linked-lists  lists , each linked-list is sorted in ascending order. Merge all the linked-lists into one sorted linked-list and return it.   Example 1: Input:  lists = [[1,4,5],[1,3,4],[2,6]] Output:  [1,1,2,3,4,4,5,6] Explanation:  The linked-lists are: [   1->4->5,   1->3->4,   2->6 ] merging them into one sorted list: 1->1->2->3->4->4->5->6 Example 2: Input:  lists = [] Output:  [] Example 3: Input:  lists = [[]] Output:  []   Constraints: k == lists.length 0 <= k <= 10 4 0 <= lists[i].length <= 500 -10 4  <= lists[i][j] <= 10 4 lists[i]  is sorted in  ascending order . The sum of  lists[i].length  will not exceed  10 4 .","['Linked List', 'Divide and Conquer', 'Heap (Priority Queue)', 'Merge Sort']",Difícil,Linked List,False
2296,design-a-text-editor,https://leetcode.com/problems/design-a-text-editor/,Design a Text Editor,"Design a text editor with a cursor that can do the following: Add  text to where the cursor is. Delete  text from where the cursor is (simulating the backspace key). Move  the cursor either left or right. When deleting text, only characters to the left of the cursor will be deleted. The cursor will also remain within the actual text and cannot be moved beyond it. More formally, we have that  0 <= cursor.position <= currentText.length  always holds. Implement the  TextEditor  class: TextEditor()  Initializes the object with empty text. void addText(string text)  Appends  text  to where the cursor is. The cursor ends to the right of  text . int deleteText(int k)  Deletes  k  characters to the left of the cursor. Returns the number of characters actually deleted. string cursorLeft(int k)  Moves the cursor to the left  k  times. Returns the last  min(10, len)  characters to the left of the cursor, where  len  is the number of characters to the left of the cursor. string cursorRight(int k)  Moves the cursor to the right  k  times. Returns the last  min(10, len)  characters to the left of the cursor, where  len  is the number of characters to the left of the cursor.   Example 1: Input [""TextEditor"", ""addText"", ""deleteText"", ""addText"", ""cursorRight"", ""cursorLeft"", ""deleteText"", ""cursorLeft"", ""cursorRight""] [[], [""leetcode""], [4], [""practice""], [3], [8], [10], [2], [6]] Output [null, null, 4, null, ""etpractice"", ""leet"", 4, """", ""practi""] Explanation TextEditor textEditor = new TextEditor(); // The current text is ""|"". (The '|' character represents the cursor) textEditor.addText(""leetcode""); // The current text is ""leetcode|"". textEditor.deleteText(4); // return 4                           // The current text is ""leet|"".                            // 4 characters were deleted. textEditor.addText(""practice""); // The current text is ""leetpractice|"".  textEditor.cursorRight(3); // return ""etpractice""                            // The current text is ""leetpractice|"".                             // The cursor cannot be moved beyond the actual text and thus did not move.                            // ""etpractice"" is the last 10 characters to the left of the cursor. textEditor.cursorLeft(8); // return ""leet""                           // The current text is ""leet|practice"".                           // ""leet"" is the last min(10, 4) = 4 characters to the left of the cursor. textEditor.deleteText(10); // return 4                            // The current text is ""|practice"".                            // Only 4 characters were deleted. textEditor.cursorLeft(2); // return """"                           // The current text is ""|practice"".                           // The cursor cannot be moved beyond the actual text and thus did not move.                            // """" is the last min(10, 0) = 0 characters to the left of the cursor. textEditor.cursorRight(6); // return ""practi""                            // The current text is ""practi|ce"".                            // ""practi"" is the last min(10, 6) = 6 characters to the left of the cursor.   Constraints: 1 <= text.length, k <= 40 text  consists of lowercase English letters. At most  2 * 10 4  calls  in total  will be made to  addText ,  deleteText ,  cursorLeft  and  cursorRight .   Follow-up:  Could you find a solution with time complexity of  O(k)  per call?","['Linked List', 'String', 'Stack', 'Design', 'Simulation', 'Doubly-Linked List']",Difícil,Linked List,False
707,design-linked-list,https://leetcode.com/problems/design-linked-list/,Design Linked List,"Design your implementation of the linked list. You can choose to use a singly or doubly linked list. A node in a singly linked list should have two attributes:  val  and  next .  val  is the value of the current node, and  next  is a pointer/reference to the next node. If you want to use the doubly linked list, you will need one more attribute  prev  to indicate the previous node in the linked list. Assume all nodes in the linked list are  0-indexed . Implement the  MyLinkedList  class: MyLinkedList()  Initializes the  MyLinkedList  object. int get(int index)  Get the value of the  index th  node in the linked list. If the index is invalid, return  -1 . void addAtHead(int val)  Add a node of value  val  before the first element of the linked list. After the insertion, the new node will be the first node of the linked list. void addAtTail(int val)  Append a node of value  val  as the last element of the linked list. void addAtIndex(int index, int val)  Add a node of value  val  before the  index th  node in the linked list. If  index  equals the length of the linked list, the node will be appended to the end of the linked list. If  index  is greater than the length, the node  will not be inserted . void deleteAtIndex(int index)  Delete the  index th  node in the linked list, if the index is valid.   Example 1: Input [""MyLinkedList"", ""addAtHead"", ""addAtTail"", ""addAtIndex"", ""get"", ""deleteAtIndex"", ""get""] [[], [1], [3], [1, 2], [1], [1], [1]] Output [null, null, null, null, 2, null, 3] Explanation MyLinkedList myLinkedList = new MyLinkedList(); myLinkedList.addAtHead(1); myLinkedList.addAtTail(3); myLinkedList.addAtIndex(1, 2);    // linked list becomes 1->2->3 myLinkedList.get(1);              // return 2 myLinkedList.deleteAtIndex(1);    // now the linked list is 1->3 myLinkedList.get(1);              // return 3   Constraints: 0 <= index, val <= 1000 Please do not use the built-in LinkedList library. At most  2000  calls will be made to  get ,  addAtHead ,  addAtTail ,  addAtIndex  and  deleteAtIndex .","['Linked List', 'Design']",Média,Linked List,False
233,number-of-digit-one,https://leetcode.com/problems/number-of-digit-one/,Number of Digit One,"Given an integer  n , count  the total number of digit  1  appearing in all non-negative integers less than or equal to   n .   Example 1: Input:  n = 13 Output:  6 Example 2: Input:  n = 0 Output:  0   Constraints: 0 <= n <= 10 9","['Math', 'Dynamic Programming', 'Recursion']",Difícil,Math,False
887,super-egg-drop,https://leetcode.com/problems/super-egg-drop/,Super Egg Drop,"You are given  k  identical eggs and you have access to a building with  n  floors labeled from  1  to  n . You know that there exists a floor  f  where  0 <= f <= n  such that any egg dropped at a floor  higher  than  f  will  break , and any egg dropped  at or below  floor  f  will  not break . Each move, you may take an unbroken egg and drop it from any floor  x  (where  1 <= x <= n ). If the egg breaks, you can no longer use it. However, if the egg does not break, you may  reuse  it in future moves. Return  the  minimum number of moves  that you need to determine  with certainty  what the value of  f  is.   Example 1: Input:  k = 1, n = 2 Output:  2 Explanation:  Drop the egg from floor 1. If it breaks, we know that f = 0. Otherwise, drop the egg from floor 2. If it breaks, we know that f = 1. If it does not break, then we know f = 2. Hence, we need at minimum 2 moves to determine with certainty what the value of f is. Example 2: Input:  k = 2, n = 6 Output:  3 Example 3: Input:  k = 3, n = 14 Output:  4   Constraints: 1 <= k <= 100 1 <= n <= 10 4","['Math', 'Binary Search', 'Dynamic Programming']",Difícil,Math,False
920,number-of-music-playlists,https://leetcode.com/problems/number-of-music-playlists/,Number of Music Playlists,"Your music player contains  n  different songs. You want to listen to  goal  songs (not necessarily different) during your trip. To avoid boredom, you will create a playlist so that: Every song is played  at least once . A song can only be played again only if  k  other songs have been played. Given  n ,  goal , and  k , return  the number of possible playlists that you can create . Since the answer can be very large, return it  modulo   10 9  + 7 .   Example 1: Input:  n = 3, goal = 3, k = 1 Output:  6 Explanation:  There are 6 possible playlists: [1, 2, 3], [1, 3, 2], [2, 1, 3], [2, 3, 1], [3, 1, 2], and [3, 2, 1]. Example 2: Input:  n = 2, goal = 3, k = 0 Output:  6 Explanation:  There are 6 possible playlists: [1, 1, 2], [1, 2, 1], [2, 1, 1], [2, 2, 1], [2, 1, 2], and [1, 2, 2]. Example 3: Input:  n = 2, goal = 3, k = 1 Output:  2 Explanation:  There are 2 possible playlists: [1, 2, 1] and [2, 1, 2].   Constraints: 0 <= k < n <= goal <= 100","['Math', 'Dynamic Programming', 'Combinatorics']",Difícil,Math,False
964,least-operators-to-express-number,https://leetcode.com/problems/least-operators-to-express-number/,Least Operators to Express Number,"Given a single positive integer  x , we will write an expression of the form  x (op1) x (op2) x (op3) x ...  where each operator  op1 ,  op2 , etc. is either addition, subtraction, multiplication, or division ( + ,  - ,  * , or  /) . For example, with  x = 3 , we might write  3 * 3 / 3 + 3 - 3  which is a value of  3 . When writing such an expression, we adhere to the following conventions: The division operator ( / ) returns rational numbers. There are no parentheses placed anywhere. We use the usual order of operations: multiplication and division happen before addition and subtraction. It is not allowed to use the unary negation operator ( - ). For example, "" x - x "" is a valid expression as it only uses subtraction, but "" -x + x "" is not because it uses negation. We would like to write an expression with the least number of operators such that the expression equals the given  target . Return the least number of operators used.   Example 1: Input:  x = 3, target = 19 Output:  5 Explanation:  3 * 3 + 3 * 3 + 3 / 3. The expression contains 5 operations. Example 2: Input:  x = 5, target = 501 Output:  8 Explanation:  5 * 5 * 5 * 5 - 5 * 5 * 5 + 5 / 5. The expression contains 8 operations. Example 3: Input:  x = 100, target = 100000000 Output:  3 Explanation:  100 * 100 * 100 * 100. The expression contains 3 operations.   Constraints: 2 <= x <= 100 1 <= target <= 2 * 10 8","['Math', 'Dynamic Programming', 'Memoization']",Difícil,Math,False
2851,string-transformation,https://leetcode.com/problems/string-transformation/,String Transformation,"You are given two strings  s  and  t  of equal length  n . You can perform the following operation on the string  s : Remove a  suffix  of  s  of length  l  where  0 < l < n  and append it at the start of  s . 	For example, let  s = 'abcd'  then in one operation you can remove the suffix  'cd'  and append it in front of  s  making  s = 'cdab' . You are also given an integer  k . Return  the number of ways in which  s   can be transformed into  t  in  exactly   k  operations. Since the answer can be large, return it  modulo   10 9  + 7 .   Example 1: Input:  s = ""abcd"", t = ""cdab"", k = 2 Output:  2 Explanation:   First way: In first operation, choose suffix from index = 3, so resulting s = ""dabc"". In second operation, choose suffix from index = 3, so resulting s = ""cdab"". Second way: In first operation, choose suffix from index = 1, so resulting s = ""bcda"". In second operation, choose suffix from index = 1, so resulting s = ""cdab"". Example 2: Input:  s = ""ababab"", t = ""ababab"", k = 1 Output:  2 Explanation:   First way: Choose suffix from index = 2, so resulting s = ""ababab"". Second way: Choose suffix from index = 4, so resulting s = ""ababab"".   Constraints: 2 <= s.length <= 5 * 10 5 1 <= k <= 10 15 s.length == t.length s  and  t  consist of only lowercase English alphabets.","['Math', 'String', 'Dynamic Programming', 'String Matching']",Difícil,Math,False
2999,count-the-number-of-powerful-integers,https://leetcode.com/problems/count-the-number-of-powerful-integers/,Count the Number of Powerful Integers,"You are given three integers  start ,  finish , and  limit . You are also given a  0-indexed  string  s  representing a  positive  integer. A  positive  integer  x  is called  powerful  if it ends with  s  (in other words,  s  is a  suffix  of  x ) and each digit in  x  is at most  limit . Return  the  total  number of powerful integers in the range   [start..finish] . A string  x  is a suffix of a string  y  if and only if  x  is a substring of  y  that starts from some index ( including  0 ) in  y  and extends to the index  y.length - 1 . For example,  25  is a suffix of  5125  whereas  512  is not.   Example 1: Input:  start = 1, finish = 6000, limit = 4, s = ""124"" Output:  5 Explanation:  The powerful integers in the range [1..6000] are 124, 1124, 2124, 3124, and, 4124. All these integers have each digit <= 4, and ""124"" as a suffix. Note that 5124 is not a powerful integer because the first digit is 5 which is greater than 4. It can be shown that there are only 5 powerful integers in this range. Example 2: Input:  start = 15, finish = 215, limit = 6, s = ""10"" Output:  2 Explanation:  The powerful integers in the range [15..215] are 110 and 210. All these integers have each digit <= 6, and ""10"" as a suffix. It can be shown that there are only 2 powerful integers in this range. Example 3: Input:  start = 1000, finish = 2000, limit = 4, s = ""3000"" Output:  0 Explanation:  All integers in the range [1000..2000] are smaller than 3000, hence ""3000"" cannot be a suffix of any integer in this range.   Constraints: 1 <= start <= finish <= 10 15 1 <= limit <= 9 1 <= s.length <= floor(log 10 (finish)) + 1 s  only consists of numeric digits which are at most  limit . s  does not have leading zeros.","['Math', 'String', 'Dynamic Programming']",Difícil,Math,False
3154,find-number-of-ways-to-reach-the-k-th-stair,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair/,Find Number of Ways to Reach the K-th Stair,"You are given a  non-negative  integer  k . There exists a staircase with an infinite number of stairs, with the  lowest  stair numbered 0. Alice has an integer  jump , with an initial value of 0. She starts on stair 1 and wants to reach stair  k  using  any  number of  operations . If she is on stair  i , in one  operation  she can: Go down to stair  i - 1 . This operation  cannot  be used consecutively or on stair 0. Go up to stair  i + 2 jump . And then,  jump  becomes  jump + 1 . Return the  total  number of ways Alice can reach stair  k . Note  that it is possible that Alice reaches the stair  k , and performs some operations to reach the stair  k  again.   Example 1: Input:   k = 0 Output:   2 Explanation: The 2 possible ways of reaching stair 0 are: Alice starts at stair 1. 	 Using an operation of the first type, she goes down 1 stair to reach stair 0. Alice starts at stair 1. 	 Using an operation of the first type, she goes down 1 stair to reach stair 0. Using an operation of the second type, she goes up 2 0  stairs to reach stair 1. Using an operation of the first type, she goes down 1 stair to reach stair 0. Example 2: Input:   k = 1 Output:   4 Explanation: The 4 possible ways of reaching stair 1 are: Alice starts at stair 1. Alice is at stair 1. Alice starts at stair 1. 	 Using an operation of the first type, she goes down 1 stair to reach stair 0. Using an operation of the second type, she goes up 2 0  stairs to reach stair 1. Alice starts at stair 1. 	 Using an operation of the second type, she goes up 2 0  stairs to reach stair 2. Using an operation of the first type, she goes down 1 stair to reach stair 1. Alice starts at stair 1. 	 Using an operation of the first type, she goes down 1 stair to reach stair 0. Using an operation of the second type, she goes up 2 0  stairs to reach stair 1. Using an operation of the first type, she goes down 1 stair to reach stair 0. Using an operation of the second type, she goes up 2 1  stairs to reach stair 2. Using an operation of the first type, she goes down 1 stair to reach stair 1.   Constraints: 0 <= k <= 10 9","['Math', 'Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Combinatorics']",Difícil,Math,False
3260,find-the-largest-palindrome-divisible-by-k,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k/,Find the Largest Palindrome Divisible by K,"You are given two  positive  integers  n  and  k . An integer  x  is called  k-palindromic  if: x  is a  palindrome . x  is divisible by  k . Return the  largest  integer having  n  digits (as a string) that is  k-palindromic . Note  that the integer must  not  have leading zeros.   Example 1: Input:   n = 3, k = 5 Output:   ""595"" Explanation: 595 is the largest k-palindromic integer with 3 digits. Example 2: Input:   n = 1, k = 4 Output:   ""8"" Explanation: 4 and 8 are the only k-palindromic integers with 1 digit. Example 3: Input:   n = 5, k = 6 Output:   ""89898""   Constraints: 1 <= n <= 10 5 1 <= k <= 9","['Math', 'String', 'Dynamic Programming', 'Greedy', 'Number Theory']",Difícil,Math,False
3307,find-the-k-th-character-in-string-game-ii,https://leetcode.com/problems/find-the-k-th-character-in-string-game-ii/,Find the K-th Character in String Game II,"Alice and Bob are playing a game. Initially, Alice has a string  word = ""a"" . You are given a  positive  integer  k . You are also given an integer array  operations , where  operations[i]  represents the  type  of the  i th  operation. Now Bob will ask Alice to perform  all  operations in sequence: If  operations[i] == 0 ,  append  a copy of  word  to itself. If  operations[i] == 1 , generate a new string by  changing  each character in  word  to its  next  character in the English alphabet, and  append  it to the  original   word . For example, performing the operation on  ""c""  generates  ""cd""  and performing the operation on  ""zb""  generates  ""zbac"" . Return the value of the  k th  character in  word  after performing all the operations. Note  that the character  'z'  can be changed to  'a'  in the second type of operation.   Example 1: Input:   k = 5, operations = [0,0,0] Output:   ""a"" Explanation: Initially,  word == ""a"" . Alice performs the three operations as follows: Appends  ""a""  to  ""a"" ,  word  becomes  ""aa"" . Appends  ""aa""  to  ""aa"" ,  word  becomes  ""aaaa"" . Appends  ""aaaa""  to  ""aaaa"" ,  word  becomes  ""aaaaaaaa"" . Example 2: Input:   k = 10, operations = [0,1,0,1] Output:   ""b"" Explanation: Initially,  word == ""a"" . Alice performs the four operations as follows: Appends  ""a""  to  ""a"" ,  word  becomes  ""aa"" . Appends  ""bb""  to  ""aa"" ,  word  becomes  ""aabb"" . Appends  ""aabb""  to  ""aabb"" ,  word  becomes  ""aabbaabb"" . Appends  ""bbccbbcc""  to  ""aabbaabb"" ,  word  becomes  ""aabbaabbbbccbbcc"" .   Constraints: 1 <= k <= 10 14 1 <= operations.length <= 100 operations[i]  is either 0 or 1. The input is generated such that  word  has  at least   k  characters after all operations.","['Math', 'Bit Manipulation', 'Recursion']",Difícil,Math,False
3317,find-the-number-of-possible-ways-for-an-event,https://leetcode.com/problems/find-the-number-of-possible-ways-for-an-event/,Find the Number of Possible Ways for an Event,"You are given three integers  n ,  x , and  y . An event is being held for  n  performers. When a performer arrives, they are  assigned  to one of the  x  stages. All performers assigned to the  same  stage will perform together as a band, though some stages  might  remain  empty . After all performances are completed, the jury will  award  each band a score in the range  [1, y] . Return the  total  number of possible ways the event can take place. Since the answer may be very large, return it  modulo   10 9  + 7 . Note  that two events are considered to have been held  differently  if  either  of the following conditions is satisfied: Any  performer is  assigned  a different stage. Any  band is  awarded  a different score.   Example 1: Input:   n = 1, x = 2, y = 3 Output:   6 Explanation: There are 2 ways to assign a stage to the performer. The jury can award a score of either 1, 2, or 3 to the only band. Example 2: Input:   n = 5, x = 2, y = 1 Output:  32 Explanation: Each performer will be assigned either stage 1 or stage 2. All bands will be awarded a score of 1. Example 3: Input:   n = 3, x = 3, y = 4 Output:  684   Constraints: 1 <= n, x, y <= 1000","['Math', 'Dynamic Programming', 'Combinatorics']",Difícil,Math,False
69,sqrtx,https://leetcode.com/problems/sqrtx/,Sqrt(x),"Given a non-negative integer  x , return  the square root of  x  rounded down to the nearest integer . The returned integer should be  non-negative  as well. You  must not use  any built-in exponent function or operator. For example, do not use  pow(x, 0.5)  in c++ or  x ** 0.5  in python.   Example 1: Input:  x = 4 Output:  2 Explanation:  The square root of 4 is 2, so we return 2. Example 2: Input:  x = 8 Output:  2 Explanation:  The square root of 8 is 2.82842..., and since we round it down to the nearest integer, 2 is returned.   Constraints: 0 <= x <= 2 31  - 1","['Math', 'Binary Search']",Fácil,Math,False
342,power-of-four,https://leetcode.com/problems/power-of-four/,Power of Four,"Given an integer  n , return  true  if it is a power of four. Otherwise, return  false . An integer  n  is a power of four, if there exists an integer  x  such that  n == 4 x .   Example 1: Input:  n = 16 Output:  true Example 2: Input:  n = 5 Output:  false Example 3: Input:  n = 1 Output:  true   Constraints: -2 31  <= n <= 2 31  - 1   Follow up:  Could you solve it without loops/recursion?","['Math', 'Bit Manipulation', 'Recursion']",Fácil,Math,False
415,add-strings,https://leetcode.com/problems/add-strings/,Add Strings,"Given two non-negative integers,  num1  and  num2  represented as string, return  the sum of   num1   and   num2   as a string . You must solve the problem without using any built-in library for handling large integers (such as  BigInteger ). You must also not convert the inputs to integers directly.   Example 1: Input:  num1 = ""11"", num2 = ""123"" Output:  ""134"" Example 2: Input:  num1 = ""456"", num2 = ""77"" Output:  ""533"" Example 3: Input:  num1 = ""0"", num2 = ""0"" Output:  ""0""   Constraints: 1 <= num1.length, num2.length <= 10 4 num1  and  num2  consist of only digits. num1  and  num2  don't have any leading zeros except for the zero itself.","['Math', 'String', 'Simulation']",Fácil,Math,False
509,fibonacci-number,https://leetcode.com/problems/fibonacci-number/,Fibonacci Number,"The  Fibonacci numbers , commonly denoted  F(n)  form a sequence, called the  Fibonacci sequence , such that each number is the sum of the two preceding ones, starting from  0  and  1 . That is, F(0) = 0, F(1) = 1 F(n) = F(n - 1) + F(n - 2), for n > 1. Given  n , calculate  F(n) .   Example 1: Input:  n = 2 Output:  1 Explanation:  F(2) = F(1) + F(0) = 1 + 0 = 1. Example 2: Input:  n = 3 Output:  2 Explanation:  F(3) = F(2) + F(1) = 1 + 1 = 2. Example 3: Input:  n = 4 Output:  3 Explanation:  F(4) = F(3) + F(2) = 2 + 1 = 3.   Constraints: 0 <= n <= 30","['Math', 'Dynamic Programming', 'Recursion', 'Memoization']",Fácil,Math,False
836,rectangle-overlap,https://leetcode.com/problems/rectangle-overlap/,Rectangle Overlap,"An axis-aligned rectangle is represented as a list  [x1, y1, x2, y2] , where  (x1, y1)  is the coordinate of its bottom-left corner, and  (x2, y2)  is the coordinate of its top-right corner. Its top and bottom edges are parallel to the X-axis, and its left and right edges are parallel to the Y-axis. Two rectangles overlap if the area of their intersection is  positive . To be clear, two rectangles that only touch at the corner or edges do not overlap. Given two axis-aligned rectangles  rec1  and  rec2 , return  true  if they overlap, otherwise return  false .   Example 1: Input:  rec1 = [0,0,2,2], rec2 = [1,1,3,3] Output:  true Example 2: Input:  rec1 = [0,0,1,1], rec2 = [1,0,2,1] Output:  false Example 3: Input:  rec1 = [0,0,1,1], rec2 = [2,2,3,3] Output:  false   Constraints: rec1.length == 4 rec2.length == 4 -10 9  <= rec1[i], rec2[i] <= 10 9 rec1  and  rec2  represent a valid rectangle with a non-zero area.","['Math', 'Geometry']",Fácil,Math,False
1071,greatest-common-divisor-of-strings,https://leetcode.com/problems/greatest-common-divisor-of-strings/,Greatest Common Divisor of Strings,"For two strings  s  and  t , we say "" t  divides  s "" if and only if  s = t + t + t + ... + t + t  (i.e.,  t  is concatenated with itself one or more times). Given two strings  str1  and  str2 , return  the largest string  x  such that  x  divides both  str1  and  str2 .   Example 1: Input:  str1 = ""ABCABC"", str2 = ""ABC"" Output:  ""ABC"" Example 2: Input:  str1 = ""ABABAB"", str2 = ""ABAB"" Output:  ""AB"" Example 3: Input:  str1 = ""LEET"", str2 = ""CODE"" Output:  """"   Constraints: 1 <= str1.length, str2.length <= 1000 str1  and  str2  consist of English uppercase letters.","['Math', 'String']",Fácil,Math,False
1952,three-divisors,https://leetcode.com/problems/three-divisors/,Three Divisors,"Given an integer  n , return  true  if  n  has  exactly three positive divisors . Otherwise, return  false . An integer  m  is a  divisor  of  n  if there exists an integer  k  such that  n = k * m .   Example 1: Input:  n = 2 Output:  false Explantion:  2 has only two divisors: 1 and 2. Example 2: Input:  n = 4 Output:  true Explantion:  4 has three divisors: 1, 2, and 4.   Constraints: 1 <= n <= 10 4","['Math', 'Enumeration', 'Number Theory']",Fácil,Math,False
